varas,204,SRTE
varas,756,SUBDEFENSORIA DE CAUSAS COLETIVAS
varas,697,STF
varas,758,SUBDEFENSORIA DE CAUSAS COLETIVAS
varas,757,SUBDEFENSORIA DE CAUSAS COLETIVAS
varas,887,SUPERENDIVIDADOS
varas,1034,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS
varas,734,STJ
varas,1235,Superintendência Federal de Agricultura
varas,1064,SUPERITENDÊNCIA DO TESOURO MUNICIPAL
varas,940,TABELIONATO DO 1° OFICIO DE PROTESTOS DE TITULOS
varas,938,TABELIONATO DE 2° OFICIO DE PROTESTO DE TITULO
varas,1065,SUPERINTENDÊNCIA DO TESOURO MUNICIPAL
varas,943,TABELIONATO DO 4º OFICIO DE PROTESTO DE TITULOS
varas,921,TABELIONATO DO 3º OFICIO DE PROTESTO DE TÍTULOS
varas,81,TJAL
varas,76,TJBA
varas,754,TJDFT
varas,746,TJGO
varas,77,TJMA
varas,75,TJCE
varas,675,TJMS
varas,363,TJMT
varas,74,TJPB
varas,73,TJPE
varas,78,TJPI
varas,80,TJSE
varas,79,TJRN
varas,1203,TR EXCLUS CIV 2ºTIT
varas,1183,TR EXCLUS CIV 3ºTIT
varas,847,TRE
varas,216,TRF
varas,677,TRF 5 REGIAO
varas,1188,TRF da 3ª Região
varas,922,TRIBUNAL DE CONTAS
varas,201,TRT
varas,122,TURMA RECURSAL
varas,417,TURMA RECURSAL DA 1ª REGIÃO
varas,664,UJ - 2º JD CÍVEL
varas,345,TURMA RECURSAL DA 2ª REGIÃO
varas,1204,UJ CÍVEL
varas,521,V DOS FEITOS DE REL DE CONS CIV E COMERCIAIS 
varas,1207,VARA AGRÁRIA
varas,418,VARA
varas,936,Tribunal Regional Federal da 1ª Região - TRF1
varas,596,VARA CÍVEL
varas,625,VARA CÍVEL DE ITIUBA
varas,1253,Vara cível de Macau - RN 
varas,305,VARA CIVEL DE MONSENHOR TABOSA
varas,653,VARA CÍVEL DE SÃO LUÍS DO CURU
varas,740,VARA CRIMINAL
varas,334,VARA CÍVEL MATÕES
varas,1139,VARA CRIMINAL DA INFÂNCIA E JUVENTUDE E DE EXECUÇÕES CRIMINAIS DO ESTADO DE MINAS GERAIS
varas,914,VARA DA FAZENDA PÚBLICA
varas,256,VARA DA FAMÍLIA
varas,698,VARA DA FAZENDA PÚBLICA DA COMARCA DE PAULISTA
varas,480,VARA DA FAZENDA PÚBLICA DA COMARCA DE IPOJUCA
varas,707,VARA DA FAZENDA PÚBLICA DA COMARCA DO CABO DE SANTO AGOSTINHO
varas,1116,VARA DA INFÂNCIA E JUVENTUDE
varas,1187,Vara das Execuções Fiscais Estaduais
varas,1136,Vara das Execuções Fiscais Municipais
varas,954,VARA DE ACIDENTE DO TRABALHO
varas,306,VARA DE CAUCAIA
varas,990,VARA DE EXECUÇÕES FISCAIS DO ESTADO
varas,837,VARA DE EXECUÇÃO FISCAL DA FAZENDA PÚBLICA ESTADUAL
varas,264,VARA DE PIRIPIRI
varas,244,VARA DE SAO GONCALO
varas,370,VARA DE SUCESSÕES
varas,913,VARA DE SUCESSÕES E REGISTROS PÚBLICOS
varas,1009,VARA DE EXECUÇÕES FISCAL ESTADUAL E TRIBUTARIA
varas,513,VARA DO JEC
varas,1080,VARA DO JUIZADO ESPECIAL CÍVEL - CENTRO
varas,1079,VARA DO JUIZADO ESPECIAL DA FAZENDA PUBLICA
varas,1038,VARA DO JUIZADO ESPECIAL DAS RELAÇÕES DE CONSUMO
varas,1257,Vara do Trabalho
varas,232,VARA DO ÚNICO OFÍCIO DE FEIRA GRANDE
varas,859,VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL
